,Unnamed: 0,spot,pos_summary
2102,2102,今井浜海水浴場,"1. サービス（ライフセイバー、海の家やレンタル）
・ライフセイバーさんがいるため安心
・海の家やレンタルが充実

2. 季節ごとのイベントや特徴（宝探しやゴミ拾いのイベント）
・宝探しやゴミ拾いのイベントがある

3. アクティビティ（磯遊びやシュノーケル、家族向け）
・浅い海で磯遊びやシュノーケルが楽しめます
・家族連れに適した雰囲気

4. 自然の美しさ（海の透明さや砂浜のキレイさ）
・海の透明さや砂浜のキレイさ

5. 飲食（温泉や海の家の食事）
・温泉や海の家の食事が利用できる"
2103,2103,北越谷の桜,"1. 見どころ
・桜の美しさ
・堤防沿いに桜の鑑賞ができる

2. 飲食
・宴会パーティやバーベキュウが楽しめる
・屋台やお弁当を楽しむことができる

3. 交通アクセス
・交通の便が良い"
2104,2104,まつぶし緑の丘公園,"1. 公園の魅力
・整備された公園
・広い芝生と子供の遊び場
・日当たりの良さとピクニックの楽しみ
2. 施設とサービス
・有料でテントを借りることができる
・川で水遊びを楽しむことができる
3. 子供向けの施設
・広い芝生で走り回る
・川で水遊びを楽しむ
4. ピクニックの楽しみ
・日当たりの良さでお弁当を楽しむ
・広い芝生でくつろぐ"
2105,2105,東山スカイタワー,"1. 眺めが良い
・名古屋市内が一斉に見渡せる
・夜景が美しい
2. レストラン
・展望スペースにはソファーがある
3. 値段
・動物園とセットのチケットがあり、昇ってみることができた"
2106,2106,両神山,"1. 自然の景観
・のぞき岩からの景色が素晴らしい
・生の風と地獄のふちを体験できる

2. 山の魅力
・曇取山は埼玉県で最も高い山
・山の好きな友達と一緒に楽しめる

3. 都会との違い
・空気が良く、都会よりも楽しめます"
2107,2107,出の山淡水魚水族館,"1. 値段
・入館料が200円で充実した展示が楽しめる

2. サービス(案内、接客、ガイド)
・鯉の餌やりが楽しい

3. 飲食
・周辺の景色が美しい

4. 季節ごとのイベントや特徴
・巨大ピラルクに会える
・コンパクトな水族館で淡水魚が楽しめる"
2108,2108,岩下の新生姜ミュージアム,"1. 施設の特徴
・不思議空間の雰囲気
・若いカップルや新婚さんにおすすめの場所
・可愛いキャラクターがグッズとして販売されている

2. 飲食
・新生姜を使用した食べ物が豊富
・新生姜をトッピングしたソフトクリームが提供されている

3. サービス
・入場料が無料
・新生姜を使用したレシピの解説や役立つ展示がある
・カフェやフードコート、ショップが併設されている"
2109,2109,鹿深いちご園（水口テクノスファーム）,"1. 料理
・練乳やチョコソースがかけ放題
・地元の商品が買える
・おっきくて甘いイチゴが大満足

2. サービス
・スタッフさんが明るく親切
・バリアフリーで車椅子も利用できる
・ベビーカーも入れられる

3. 施設
・広いハウスで苺狩りを楽しむことができる
・通路が広く快適
・売店で温かい飲み物や地元の商品が揃っている"
2110,2110,塩原温泉　湯っ歩の里,"1. 施設
・新しい施設で利用しやすい
・家族でゆっくり入れる足湯
・ベンチがたくさんあり、のんびり温泉に浸かることができる
2. サービス
・フレンドリーで優しい接客
・足つぼマッサージで気持ちいい
・気軽に遊び感覚で入れるガイド
3. 値段
・お手軽料金なのでオススメ
・お値段が安く、長くいても大丈夫
4. 飲食
・飲泉があり、健康になれた気がする
5. 環境
・周辺には川や風景があり、温泉街に来たような感じ
"
2111,2111,劔神社,"1. 織田信長公ゆかりの神社
・織田信長公ゆかりの神社で不思議な毛並みの仔猫が住み着いている
・織田信長公の事に興味を持つようになった

2. 静かな境内
・境内が静かで落ち着ける

3. 御朱印サービス
・御朱印が頂ける

4. 周辺の飲食施設と施設
・周辺には食べ放題のお惣菜屋さんや和太鼓の施設がある"
2112,2112,粟又の滝,"1. 自然の豊かさ
・夏には水遊びができる
・川沿いで散歩が楽しめる
・一眼カメラを持参する人が多い

2. 澄んだ空気と気持ちの良さ
・自然に囲まれた清潔な環境
・リフレッシュできる場所
・心地よい空間を提供

3. フォトジェニックな環境
・一眼カメラを持参する人が多い
・絶景を撮影できる場所
・SNS映えする風景が豊富"
2113,2113,大山寺（神奈川県伊勢原市）,"1. 季節ごとのイベントや特徴
・紅葉が鮮やかで美しい
・夜にはライトアップされ、色付いたカエデやイチョウが照らされる

2. サービス
・プレートを購入し、的に向かって投げる縁起物の遊びがある
・家族で盛り上がることが可能

3. 季節ごとのイベントや特徴
・春先には静けさを感じることができる
・紅葉の頃にまた訪れようと思っていた"
2114,2114,郡上八幡博覧館,"1. 観光地の魅力
・郡上八幡の見所が豊富
・郡上おどりの実演が楽しめる

2. 飲食
・博覧館のテラスで愛犬連れで食事可能
・お城とペアーの入場券で食べ物と650円で利用可能

3. サービス
・郡上おどりの解説ビデオと実演で楽しく学べる
・女の子が実演しながら教えてくれるサービス提供

4. 料金
・お城とペアーの入場券650円で利用可能
・駐車場は無料提供

5. 季節ごとのイベント
・郡上おどりの実演が1時間ごとに行われる特別イベント
"
2115,2115,楽寿館,"1. 動物園
・アルパカ、カピバラなどの動物
・毛刈りのイベント
・ミニ動物園

2. 施設
・楽寿館
・庭園
・資料館

3. サービス
・お休み処
・ツアー
・ガイド

4. イベント
・菊まつり
・シルバーエイジ
・湧水池でのイベント

5. アクセス
・駅からのアクセス
・駐車場の価格"
2116,2116,フェニックス・シーガイア・リゾート,"1. 豪華な設備と高級感
・42階のレストランから太平洋が一望できる
・高層階のホテルでリッチな気分を味わえる
2. 交通の便が良い立地
・宮崎市内から約30分で来れるドライブ休憩スポットとしても使える
・宮崎の繁華街、空港、駅なども遠くないところにある
3. 施設とサービスの充実
・プール、海水浴場、温泉、食事、宿泊などどれをとっても最高
・貸し切り風呂があり、静かに入浴を楽しみたい方にもおすすめ"
2117,2117,新平湯温泉,"1. 食事
・飛騨牛や地元季節素材を使用した料理が美味しい
・地元の食材を取り入れた料理が豊富
・食事の際には充実したメニューが用意されている

2. 温泉
・熱めの温泉でよく温まることができる
・時間制限がなく、ゆっくりと温泉を楽しめる
・朝早くから入浴することができる快適な温泉

3. スタッフとサービス
・ご主人をはじめとするスタッフの気さくな対応に癒される
・親しみやすいスタッフが丁寧なサービスを提供
・案内や接客が丁寧で快適な滞在ができる

4. 自然の景観
・北アルプスの山々が雪を被って輝き、感動する
・自然豊かな環境でリラックスできる
・季節ごとの景色が楽しめる素晴らしいロケーション"
2118,2118,戸隠キャンプ場,"1. 施設とサービス
・フルールカフェの花で飾られたかわいい入り口
・食事ができる眺めの良い外
・設備の整ったキャンプ場
2. 飲食
・サンドイッチやカレー、パスタ、手作りケーキの美味しさ
・そば粉とキャラメルのケーキ
3. 自然と景観
・牧場と高い山々のロケーション
・鏡池という別世界の景色
・空気が澄んでいて夜の星がきれい"
2119,2119,青葉シンボルロード・青葉緑地,"1. イルミネーション
・新鮮で美しいイルミネーションが楽しめる
・夜間に輝くイルミネーションイベントが開催される
2. 飲食
・静岡おでんやおでん街で美味しいおでんを楽しめる
・周辺に様々な飲食店があり、食事に飽きることがない
3. 観光地
・温暖な地で晴れた日にはのんびり散歩が楽しめる
・周辺エリアには多彩なお店があり、観光客にも喜ばれる"
2120,2120,浜名湖オルゴールミュージアム,"1. オルゴールの音色
・オルゴールの音色が素晴らしい
・音色を聞くことで心が和む

2. ガイドサービス
・説明がわかりやすく、演奏を聞くことができた
・お姉さんの説明がユニークで楽しい

3. 豊富なオルゴールの種類
・オルゴールの種類が豊富で見所がある
・昔のオルゴールがたくさんあり、独特のにおいがある

4. 展望台からの景色
・展望台からの景色が良い

5. クリスマスシーズンのイベント
・クリスマスシーズンには可愛いオルゴールがたくさんある
・1時間に1度のオルガンの演奏や風変わりなオルゴールの紹介がある"
2121,2121,アロハガーデンたてやま,"1. 動物
・カピバラの赤ちゃんが4匹誕生した
・カワウソの餌やりが体験できる
・カピバラ、オウム、モルモットとの触れ合いが癒しを与える

2. 施設
・温室が大きい"
2122,2122,海上釣り堀太公望,"1. 釣り体験
・子供が楽しむにはちょうどいい感じの釣れ具合
・適度に釣れる時間間隔で子供達も飽きずに楽しむ

2. サービス
・時間内で制限までは釣れ、スタッフさんが手をつく

3. 飲食
・釣った魚は自宅に持ち帰りおいしく頂ける"
2123,2123,日立シビックセンター,"1. 子供向け施設
・靴を脱いで入れるスペースがあり、大きな絵本もある
・遊具や現象を通して楽しく学ぶことができる

2. エンターテイメント要素
・エレベーターがロケット風になっていたり、おもしろい
・プラネタリウムは非常に多種類の科学体験ができます

3. 施設の充実度
・図書館は非常に大きく、充実している
・学習室では多くの学生が勉強に利用している

4. ファミリー向け空間
・図書館は落ちつけるし、子供も楽しめた"
2124,2124,サントリー京都ビール工場,"1. サービス
・工場見学はていねいな対応があり、楽しい雰囲気で行われる
・プレミアムモルツの試飲会ではゆったりとした雰囲気で楽しめる

2. 飲食
・工場見学では新しいビールを試飲でき、おつまみも提供される
・プレミアムモルツをお庭を眺めながら楽しむことができる

3. 設備
・施設内は無料で見学でき、大人はアルコール、子供はジュースを楽しめる
・ガラス張りの広い部屋でビールを楽しめる

4. 季節ごとのイベントや特徴
・JR長岡京からのシャトルバスが利用できる
・できたてのビールが味わえる

5. サービス
・工場内の工程も興味深く案内が素晴らしい
・子供や飲めない人にもジュースやノンアルコールビールの提供がある"
2125,2125,吉野梅郷,"1. 飲食
・梅ソフトクリームが美味しい
・おまんじゅうが美味しい

2. 雰囲気
・梅の匂いと雰囲気が魅力的
・美しい景色が広がっている

3. リフレッシュ
・リフレッシュできる"
2126,2126,白鬚神社（墨田区東向島）,"1. 境内の美しさと歴史
・境内が綺麗で歴史を感じる

2. 七福神の面白さ
・七福神で有名で面白い経緯がある

3. 神前結婚式の実施
・神前結婚式もやっている

4. 遊歩道へのアクセス
・鐘ヶ淵から散歩がてら行ける

5. 交通手段の利便性
・墨田区循環バスが便利"
2127,2127,時の鐘（東京都新宿区）,"1. 静かな雰囲気が楽しめるスポット
・人が少ないため、静かな雰囲気を楽しむことができる
・ビルに囲まれたひっそりとしたお寺で、大都会の喧騒から離れたような感覚を味わえる

2. 歴史的なスポット
・歴史を感じられる
・都会にもまだまだこういうところがある

3. 待ち合わせに便利な場所
・目立つので待ち合わせに便利"
2128,2128,狭山池（東京都瑞穂町）,"1. 自然の美しさ
・しぶいグリーンの池は綺麗な色をしており、美しい
・周囲の木々の紅葉が素敵で、周囲の自然が豊か
・自然が多く、木々や鳥の声もあいまって、散策にオススメ

2. 駐車場の利便性
・駐車場も広く止めやすい

3. 家族連れやリラックス
・家族連れにもおすすめで、水が豊富で癒やし
・静かで緑が多い、癒しの場所
・写真撮影や絵描き、散歩に適している

4. 設備と季節の特徴
・狭山池公園には3つの池があり、心を癒やす
・季節によって木々が多種多様な景色を提供する
・野鳥を観測するスポットとしても最適"
2129,2129,赤目四十八滝,"1. サービス
・自然の美しい景色を楽しみながら、ハイキングコースが整備されており歩きやすい
・初心者でも安心して行けるコースで、滝を見ることができる
・忍者の衣装を借りて散策したり、夜のライトアップを楽しむことができる

2. 季節ごとのイベントや特徴
・運がよければオオサンショウウオに出会えるかもしれない季節
・涼しく過ごせる季節に、マイナスイオンを体中に満喫できる
・夜のライトアップイベントが開催され、別世界のような雰囲気を楽しめる

3. 飲食
・美味しいおにぎりや伊賀まんじゅうが楽しめる
・入山料が安価格で、売店でさまざまな商品を購入できる
・カップルで訪れるのに適した雰囲気で、ゆったりと過ごせる"
2130,2130,マウントジーンズ那須,"1. 交通の便
・アクセスが良く、電車やバスでのアクセスが便利
・空港からのシャトルバスが運行している

2. 日帰り温泉
・日帰りプランがあり、気軽に利用できる
・露天風呂からの景色が素晴らしい

3. 紅葉のゴンドラ
・ゴンドラで雄大な那須高原の紅葉を楽しめる
・紅葉シーズンにはライトアップも行われる

4. 季節イベント
・サンタさんの大行列やクリスマスイルミネーションが楽しめる
・リフト代が無料となる期間がある

5. 遊び場
・小学生向けのスキースクールやスノーパークが充実
・子供用の遊びスペースが完備されている

6. 自然とアクティビティ
・森林浴や散策だけでなく、スノーシューやソリも楽しめる
・ブランコやハンモックでのんびり過ごすことも可能

7. 魅力満載の施設
・ゴンドラで広大な公園を一望できる
・遊び体験後に次回利用の割引券がもらえるサービスが人気"
2131,2131,飯盛山（愛知県豊田市）,"1. 季節ごとのイベントや特徴
・カタクリの花やカモシカの花が美しい
・紅葉の時期には美しい景色が楽しめます

2. 設備
・北側からの道は整備されており歩きやすい

3. サービス(案内、接客、ガイド)
・山頂には「足助城」跡があり、城マニアにはよい
・写真マニアも来ているため、写真を撮ることができます

4. テーマ
・平日の午前中にいくと割と空いているためオススメ"
2132,2132,さかな公園,"1. 値段
・野菜が安い
・限定のお守りが買える

2. サービス
・展望テラスからの見晴らしが良い
・足湯が満喫できる
・淡水魚について詳しくなれます
・美しい水が気持ちいい
・トイレがきれい
・子供連れには最高"
2133,2133,野沢温泉朝市,"1. 値段
・手頃な値段で様々な商品が販売されている
2. 飲食
・美味しい食べ物や飲み物があり家族で楽しむことができる
3. 雰囲気
・風情がありよかったです
4. サービス
・試食もあって楽しいひとときになる
5. 季節ごとのイベントや特徴
・静かな朝の温泉街を歩くことが気持ち良かった"
2134,2134,富士眺望の湯「ゆらり」,"1. アクティビティ
・露天風呂で富士山を見ながら入浴できる
・お風呂やサウナの種類が豊富で楽しい

2. 設備
・施設内は清潔でアメニティも充実

3. 飲食
・食事もおいしい"
2135,2135,肥前夢街道,"1. サービス(おもてなし、体験)
・忍者の方々のおもてなしが素晴らしい
・子供たちは最後には帰りたくないと言った
・忍者さんはニコニコして良かった
2. 値段
・平日に行くと千円で遊べる
3. サービス(ショー、プレゼント)
・ショーも最後まで楽しめてプレゼントも惜しみなくくれる
4. 子供向け体験
・子供たちは手裏剣などの忍者体験が出来る
5. 設備
・家族連れにオススメ
・時代劇風のセットもよかったです
6. 飲食
・フリーパスで入ると忍者の貸衣装が無料で、5歳の子供は大喜び
7. 季節ごとのイベント
・お化け屋敷・からくり屋敷・手裏剣なげが楽しめた"
2136,2136,那須ワールドモンキーパーク,"1. 動物とのふれあい
・猿とのふれあいコーナーで餌やりをしながらふれあえる
・ゾウに直接手で餌があげられる
・象に乗れるところが珍しい

2. 動物の種類
・リス猿、ワオモンキー猿など可愛い猿がいる
・猿や象、ウサギなど様々な動物がいる
・猿の種類が多く、赤ちゃん猿も可愛い

3. 雰囲気
・広くないが短時間で見られる
・ローカルな、アットホームな、レトロな雰囲気
・お猿さんが苦手でも楽しめる雰囲気"
2137,2137,嵐山モンキーパークいわたやま,"1. サルへの餌やり体験
・頂上の小屋でサルに餌があげられる
・リンゴと落花生が用意されているがリンゴが人気
・サルの賢さに感心することができる

2. 餌の価格と販売店舗
・頂上の売店でお猿の餌を50円で買える
・猿の餌を売る販売店がある

3. ガイドや安心感
・飼育員が猿を管理しているので安心
・歩きやすい靴で比較的おとなしい猿と触れ合える

4. 登山＆ハイキングと猿との触れ合い
・登山やハイキングを楽しめる
・猿と触れ合いながら楽しめる場所"
2138,2138,筑波実験植物園,"1. 値段
・筑波大学生は無料で利用できる

2. サービス
・混むことがなく、カップルでゆっくりできる

3. 特別展
・特別展が面白い

4. 設備
・心地よい植物が植栽されており、珍しい植物が生育している
・水辺や涼しい木陰、温室、散歩道があり、とても良い所"
2139,2139,石の愉楽,"1. 石のデザイン
・石の意味や効能を考えながらデザインできる
・石のバランスに悩んだときにアドバイスがもらえる

2. 販売アイテム
・ブレス、ネックレス、ストラップ、リング、ピアス、イヤリング、置物、数珠も展示、販売されている

3. イベント
・石発掘もあるのでお子様連れの方にも良い
・コースによって石の種類が違います

4. 価格と修理サービス
・石のサイズ、値段も表記されているので安心
・万が一壊れてしまった時の直しも電話、郵送でやっていただける"
2140,2140,南平台温泉ホテル,"1. 温泉
・温泉の温度が適度で、おもちゃがたくさんあるので子供たちが楽しむ
・泥パックの無料サービスがあり、顔の汚れが取れたと実感できる
・建物は古いが、心地よい温泉

2. 料理
・料理が美味しく、量が多い

3. 子供向けサービス
・キッズコーナーがあり、子供たちが遊び続けることができる

4. イベント
・お芝居を観ることができ、面白かった

5. 夜景と星空
・屋上の露天から見る夜景と星空は癒される

6. 混雑度
・日曜日に混雑していたが、土曜日に適度な空きがありストレスなく過ごせる

7. サービス
・衣装や身のこなしが素敵だった"
2141,2141,野良時計,"1. 施設
・レンタサイクルで周辺を巡ることができる
・野良時計の周辺には立派な駐車場やトイレがある
・弘田龍太郎の歌碑がある
・岩崎弥太郎生家の近くにある"
2142,2142,大師山清大寺・越前大仏,"1. 観光スポットの魅力
・立派な大仏殿
・広すぎる敷地
・大きすぎる大仏様
・多すぎるお仏像様たち
・景色は抜群

2. 価値と大きさ
・大仏殿の価値は高いが大きさが圧倒的
・多くのお仏像が一度に見られる

3. 季節ごとのイベント
・秋には紅葉が美しい
・春には桜が咲き誇る

4. サービス
・ガイドつきツアーが充実している
・案内板も豊富でわかりやすい

5. 飲食
・周辺には飲食店が多く、観光後に食事を楽しめる
・お土産物販も充実している

6. 設備
・トイレや休憩スペースが整備されている
・バリアフリー対応も万全

7. 特徴的な見どころ
・大仏様の背後から見ると迫力が違う
・歴史的価値もあるため、文化的な学びも得られる"
2143,2143,ボートレース戸田,"1. アクティビティ
・レースの迫力がある
・ボートの音を聞くだけでもストレス解消になる

2. 飲食
・軽食などがおいしい

3. デートスポット
・日常とは違う空間でデートコースにもおすすめ

4. アクセス
・無料送迎バスが出ているのでアクセスはラク

5. イベント
・ミニシアターで歌謡ショーや子供向けのアトラクションが開催される
・家族で楽しめる水の公園"
2144,2144,潮騒の湯,"1. 温泉
・海を眺めながら入浴できる
・温泉は太平洋を一望でき、出港する船を見ることができる

2. サービス
・ロビーにはガルパンギャラリーやグッズが売られている

3. 飲食
・料理も美味しい
・夕食はバリエーションがあり、地元の食材を多く使っている"
2145,2145,韮山いちご狩りセンター,"1. 飲食
・イチゴはとても美味しい
・高設栽培で取るのも楽で、とても甘い
・お腹いっぱい満喫できました

2. サービス
・広いセンターでたくさんのハウスから選べる"
2146,2146,地獄谷（富山県立山町）,"1. 硫黄の特徴
・硫黄の匂いと水蒸気に囲まれて、不気味な雰囲気
・硫化水素注意必要

2. 入山者センサーシステム
・硫黄の匂い漂う入口にセンサー設置
・物々しい雰囲気

3. 地形と景観
・硫黄の塔や蒸気、温泉
・雪が残る荒涼とした大地、不思議な世界"
2147,2147,那須リゾートショッピングパーク６６１st.,"1. ショッピング
・オリジナルショップがあり、見ているだけでも楽しい
・オシャレなショッピングセンターで、ちょっと変わったものが売られている
・コカコーラのグッズやマニアックな雑貨が買える

2. アクセス
・東北道那須ICから近くてアクセスしやすい
・那須観光のスタートに最適

3. 雰囲気と飲食
・アメリカンな雰囲気があり、アメリカ系輸入雑貨が豊富
・手頃な価格設定
・併設されたカフェでアメリカらしい食事ができる"
2148,2148,旅人岬,"1. 風景
・海岸線の道路が美しい
・夕焼けが見える
・旅人岬の景色が素晴らしい

2. 記念撮影スポット
・夕日が美しい
・記念撮影にはいい所"
2149,2149,大窪寺,"1. 観光スポット
・美しい紅葉
・風情があるお寺

2. 飲食
・おそばが美味しい

3. レジャー
・お茶や名物を楽しむことができる

4. 便利さ
・利便性が良いお寺"
2150,2150,池田２０世紀美術館,"1. コレクション
・多彩な個人コレクション
・知識のある人に喜ばれる作品
・有名作家の作品が豊富に展示

2. スタッフ
・スタッフが少なく、じっくり鑑賞可能
・まとまった特徴の展示場の案内

3. 特徴
・まとまった展示コンセプト
・有名作家の作品が多数展示"
2151,2151,土肥海水浴場,"1. 海岸の清掃と美しい海
・海が綺麗で海岸の清掃が行き届いている
・遠浅で波が落ち着いている
・富士山が見える

2. 安全な環境と遊び
・ライフガードのみなさんが点検している
・ライフセーバーさんがたくさんいてゴミも落ちていない
・子供たちは大喜びで泥んこ遊びを楽しむことができる

3. 温泉施設とサービス
・船を改造した温泉風呂がある
・無料で舟の温泉が楽しめます"
2152,2152,タワーレコード渋谷店,"1. イベント
・常に行われているイベント
・テレビでもよく見られるイベント
・雰囲気が楽しいイベント

2. 音楽
・様々なジャンルの音楽が探せる
・店員が音楽に詳しい
・ライブスペースやカフェがある

3. 場所
・渋谷の象徴的な発信地
・スペースが広い
・様々なジャンルの音楽が楽しめる"
2153,2153,佐世保観光情報センター,"1. 施設やアクセス
・JR佐世保駅構内にあるためアクセスしやすい
・展望テラスからの見晴らしが良い

2. 飲食
・焼きたてのお煎餅や神椿でのパフェが美味しい
・足湯が満喫できる

3. サービス
・佐世保観光情報センターのスタッフが親切に対応する
・一人でも、友人でも、家族でも楽しめる場所

4. 買い物
・限定のお守りが買える

5. 観光スポット
・階段を登った本宮の迫力がある
・佐世保市内には牡蠣や水族館、動物園などの多様な体験ができる"
2154,2154,道の駅 花の三聖苑伊豆松崎,"1. 温泉
・温泉につかり、美味しい料理を楽しむ
・立ち寄り湯がある

2. 地元食材
・地元の新鮮野菜、果物を購入できる
・そばがおいしい

3. 観光・歴史
・歴史ある建物の見学ができる
・恋人岬の帰りに寄れる

4. 食事
・お菓子を楽しむ
・のんびりお弁当を食べる人達

5. 雰囲気
・素朴な道の駅でほのぼのした雰囲気が楽しめる"
2155,2155,伊豆の長八美術館,"1. 芸術性
・長八記念館の芸術作品
・漆喰を使った美術作品
・虫めがねの繊細さ

2. イベント
・長八祭りでの無料入場
・桜の葉を使ったお菓子
・松崎町の美術館にて漆喰を使った鏝絵

3. シンボル
・なまこ壁がシンボルの松崎町の美術館

4. 施設
・松崎町の美術館でのコテによる漆喰工芸

5. 評判
・お土産としての桜の葉を使ったお菓子"
2156,2156,石地海水浴場,"1. 子供連れに優しいビーチ
・遠浅で波がほとんどない
・無料の駐車場あり
・家族連れが多い

2. 透明度が高い海水
・海水が透明で綺麗
・水が透き通っていて魚が泳いでいる

3. 岩場でのアクティビティ
・岩場があり、カニ捕りや魚をすくうことができる"
2157,2157,日光ろばたづけ　鬼怒川店,"1. 値段
・ネットクーポンを利用して安価に参加できる
・ネットクーポンで小さな大根のろばたづけがもらえる

2. 飲食
・店内でろばた漬けの試食ができる
・ろばた漬けの味が濃く、ご飯と相性が良い

3. サービス
・ネットクーポンを使用する際の案内が充実している
・接客が良く、試食がたくさんできる雰囲気"
2158,2158,白糸の滝（愛媛県東温市）,"1. 季節ごとのイベントや特徴
・秋は紅葉が綺麗で賑わっている
・夏は涼しくていい

2. サービス（案内、接客、ガイド）
・事前に東温市のHPを見て確認することで道が分かりやすくなる

3. 設備
・駐車スペースが近くにあるので便利

4. 自然の美しさ
・糸が垂れるように繊細な流れが美しい
・訪れる人が少ないので、静かな雰囲気で滝の流れを楽しめます

5. 建造物の雰囲気
・鉄の橋が何本も架けられた遊歩道の雰囲気がいい感じ"
2159,2159,北の庄城址・柴田公園,"1. 資料館と歴史
・資料館があり、歴史好きな方には面白い
・無料の史料館があり、休憩する場所としてはよい
・資料館が併設されており、歴史を学ぶにはもってこいの場所

2. 柴田勝家公の銅像
・柴田勝家公の銅像が立派
・柴田勝家に思いをはせながら、決意することもできる

3. 御朱印
・御朱印を頂ける

4. 神社と石垣
・神社は越前北ノ庄城址にあり、石垣を見ることができる

5. 桜の時期
・桜の時期が良い"
2160,2160,森と湖のリゾート　ロマンの森共和国,"1. 食事
・甘いトウモロコシが美味しい
2. アクティビティ
・アスレチックや山登りが楽しめる
3. 季節ごとのイベント
・ハロウィンの時期に楽しいイベントがある
4. サービス
・観客参加型のステージショーがあり、アットホームな雰囲気"
2161,2161,英国館（兵庫県神戸市）,"1. エンターテイメント
・夜にキングオブキングスというバーで楽しむ
・美しい建物で夜中でも目を楽しませる
・デートに最適な場所である

2. ショッピング
・お土産も充実しており、シャーロックホームズ好きに適している

3. 観光
・異国情緒があり、異国に来た気分になれる"
2162,2162,旧トーマス邸（風見鶏の館）,"1. インスタ映えスポット
・夜に見ると美しい
・神戸異人館が有名観光地になりました

2. 異国情緒
・人通りが少なく、異国情緒を楽しめます
・北野町には有名無名な異人館がたくさんあり、一日中楽しめます

3. 風見鶏の館
・風見鶏の館の存在感
・ドイツの風情を感じることができました

4. クリスマスシーズンの魅力
・クリスマスシーズンには素敵な雰囲気が味わえます"
2163,2163,AoAwo Naruto Resort,"1. ホテルの建物や敷地が美しい
・海岸沿いに桜並木があり、美しい景色が楽しめる
・ホテルのお風呂が最上階にあり、海の景色を見ながらリラックスできる

2. 接客サービスが素晴らしい
・無料の駐車場がある
・お風呂の備品が充実しており、手ぶらで入浴できる

3. プールサイドから直接プライベートビーチにアクセスできる

4. 和食と洋食のランチが美味しい

5. お祭りのイベントや楽しいイベントがたくさんある
・お芋堀りなどのイベントが楽しめる

6. 桜の時期に訪れることができ、海の景色を楽しめる

7. 食事が美味しい"
2164,2164,音水湖(引原ダム）,"1. 自然
・広々とした湖でカヌーを楽しめる
・桜の美しい季節を楽しめる
・紅葉の美しい季節も楽しめる

2. アクティビティ
・カヌーレンタルや指導が受けられる
・ファミリーでの宿泊施設で楽しめる
・温泉宿泊施設もある

3. 季節の特徴
・桜や紅葉の美しさを楽しめる
"
2165,2165,黒川温泉〜美人の湯〜,"1. 温泉
・質が良く、リフレッシュできる
・肌がすべすべになり、潤う
・周辺が静かで気分転換に最適

2. 雰囲気
・のどかでリラックスできる
・施設が綺麗で地元の人にも愛されている

3. 飲食
・温泉と食事する場所がある"
2166,2166,黒川温泉～美人の湯～,"1. 温泉の特徴
・温泉の質が良く、リフレッシュできる
・温泉で肌が潤う
・温泉の雰囲気がのどかでリラックスできる
2. 温泉の雰囲気
・温泉の外観が古めかしくいい感じ
・温泉は静かで気分転換に最適
3. 温泉の魅力
・温泉は有名な温泉ほど混んでいない
・温泉は素朴でリーズンブルーの色を引き立てている"
2167,2167,樽見の大桜,"1. 歴史的な価値と桜の美しさ
・歴史的な価値がある
・桜がとても美しい

2. サービスと設備
・仮設のトイレが完備
・無料の駐車場
・ボランティアによる車の整理
・募金箱の設置

3. リフレッシュできる
"
2168,2168,現代玩具博物館・オルゴール夢館,"1. オルゴール
・オルゴールの音色が素敵
・オルゴールコンサートやおもちゃの実演が面白く、説明もよく行われます
・入場料は高く感じますが、価値があります

2. 展示されている玩具や絵本
・世界の玩具や絵本が展示されており、楽しめます
・珍しいおもちゃやボードゲームがあり、楽しめます

3. 子供向けの楽しみ
・2歳の子供も楽しんでいます"
2169,2169,東急ハンズ心斎橋店,"1. 商品
・関西最大規模の生活雑貨店で商品が豊富
・実用的なものからおもしろ生活雑貨まで幅広い品揃え
・吉田かばんなど品質重視の品揃え
・バラエティグッズも充実

2. 施設
・1～7階が東急ハンズで、8階に画材屋さん、地下に書店
・駐車場も有り

3. サービス
・駅から徒歩5分で立地が良い
・棚板のサイズや色も選べるタイプの棚が買えます
・店内も探しやすい"
2170,2170,北条鉄道,"1. 自然と田舎風景
・田園地帯を楽しむ
・のどかな風景に癒される
・地元の物産が販売されている

2. 魅力的なローカル鉄道
・ユニークな鉄道
・木造駅舎や昔の筆跡
・レールバスとして知られている

3. イベントとショッピング
・一日乗り放題のフリーきっぷ
・イベント列車やサンタ列車
・ショッピングも楽しむことができる

4. パン工房と飲食
・パン工房「モンファボリ」
・地元の食材を使用したパンが人気
・食事や軽食を楽しむことができる

5. 観光施設とサービス
・イオンタウン加西北条店
・観光案内やガイドサービスが充実
・地元の文化や歴史を学ぶことができる"
2171,2171,大賀ハス,"1. 自然美
・ハスの咲いている時期はその場所だけが華やかで目立つ
・豊富な水が癒やしを提供する
・周りの自然も豊富で癒やされる

2. 季節の特徴
・立派な蓮の花を季節によって見ることができる
・南方熊楠ゆかりの森に淡いピンク色の花が咲く
・「オカフジ」の花が咲く

3. 文化財
・隣にある田中神社は県の文化財

4. 新鮮な発見
・由来が知られていないので、新鮮な発見だった

5. イベント
・木製の遊歩道があり、俳句や写真のコンテストが開催される"
