,spot,pos_summary
2654,菊正宗酒造記念館,"1. 酒類
・美味しいお酒がたくさんある
・手頃な価格で蔵元価格で購入できる
・店内が広々として、試飲用のカウンターも重厚感がある

2. 記念館
・記念館が面白く、昔の製造工程が分かりやすい

3. 商品販売
・保湿効果が高い化粧水が販売されている"
2655,春日神社（福岡県春日市）,"1. 静かで落ち着いた場所
・黒田官兵衛のゆかりの神社で歴史に思いをはせる

2. ゆっくり散歩できる
・親切な案内で歩きやすい

3. 歯固めの石をもらう際に親切
・サービス面で親切な接客が受けられる"
2656,生駒高原,"1. 飲食
・ご当地料理の屋台があり、楽しい食事ができる
・キャラメルの甘味が増し増しで美味しい
・お店やカフェがおしゃれになっており、景色も最高

2. 買い物
・お土産ショップがあり、買い物もできる

3. 景色
・綺麗な景色が楽しめる
・花畑が気持ちをウキウキさせて楽しい時間を過ごせる

4. 季節ごとの特徴
・春にはポピー、夏にはケイトウやフヨウが咲く"
2657,雄川の滝,"1. 自然の美しさ
・雄川の滝は美しいエメラルドグリーンの水を持ち、透明度が高い
・滝につくと達成感があり、絶景

2. 季節の特徴
・展望台には四季の花木があり、桜や紅葉を楽しめます

3. 入場料と設備
・道路が整備されており、杖も用意されているため散策が楽
・雨上がりの虹が滝にかかりびっくり"
2658,加計呂麻島,"1. 自然の海の美しさ
・自然の海が残っているため天国気分になる
・絶景を望める戦跡が点在
2. ガイドサービス
・KAKEROMA.COMのガイドさんが加計呂麻の風習や美しいスポットを教えてくれる
・両親がすっかり加計呂麻島にはまってしまう
3. アクティビティ
・BLUE WATER ADVENTURE'Sのヨットで魚釣りが楽しい
・ピンクのオジサンが釣れる
・ダイビングやシュノーケリングをしなくとも、楽しみ方がたくさんある
4. 夜の魅力
・月のない夜は信じられないくらい星が見える
・夜光虫の季節は海も星空のように光ってロマンチック"
2659,石川県立音楽堂,"1. 見所
・パイプオルガンがあり、音響が良い
・広々としたエントランス
・クラシックや邦楽など複数ホール

2. アクセス
・金沢駅の隣で便利
・駅前で便利な場所にある

3. イベント
・ランチタイムに気軽なコンサートやワンコイン寄席
・年末年始のカウントダウンコンサート
・子連れOKのコンサート

4. サービス
・有名音楽家のリサイタル
・オーケストラアンサンブル金沢の公演やランチタイムコンサート
・邦楽堂の花道や寄席などの多様な公演

5. ランチ
・近隣にお店がたくさんある
・安い金額で短い時間の息抜きに最適
・舞台との距離が近く臨場感がある"
2660,けいはんな記念公園,"1. 施設の特徴
・10匹以上の蛍を見ることができる
・広い公園で遊べる
・新緑の時期のいい空気を感じられる
2. サービス
・飼育員さんの話が勉強になる
・ベビーカーも押せられる
・お弁当や飲み物を買うことができる
3. 環境
・圧倒的な風景がある
・入園料が安い
・トイレも綺麗"
2661,薩摩伝承館,"1. 建物と展示の良さ
・建物と展示が良かった
・2階には西郷隆盛氏に関する展示があり、興味深かった

2. 飲食
・イタリアンレストランが素敵で美味しい

3. 割引・値段
・割引券で訪れた
・じゃらんnetで予約するとお値段がお得で、お土産までいただけた

4. サービス(案内、ガイド)
・ボランティアガイドさんの説明が分かりやすい
・ガイド（無料）があり、ゆっくりと観ることができた
・手荷物を無料で預かっていただけるし、タクシーまで呼んでいただけた

5. 設備
・お茶スペースが広ければもっと良かった

6. イベント・季節ごとの特徴
・夜の明かりが美しい"
2662,太閤の湯,"1. 送迎バス
・便利でアクセスが良い
・老舗の旅館へのアクセスも便利

2. 温泉・お食事処
・自由に行き来できる
・温泉の種類や岩盤浴が豊富
・お風呂や食事メニューがおいしい

3. お金
・お金を持たなくても楽しめる
・追加料金なしで充実したサービスを受けられる"
2663,なんばパークスシネマ,"1. 映画館の魅力
・本物の舞台を数千円で鑑賞可能
・歌舞伎やメトロポリタン・オペラなど特別なプログラムも楽しめる

2. 施設の特徴
・比較的キレイで広い映画館
・難波パークス内にあり、映画館の前にショッピング可能

3. サービスと利便性
・ポイント制度が充実
・家族連れでも利用しやすい
・映画館が広く綺麗で、利用者に快適な空間を提供"
2664,生月大橋,"1. 景色と観光
・トラスト橋の荘厳な景色
・サンセットロードでのドライブ
・渦をまいている海の景色

2. 買い物
・道の駅でお土産を購入可能

3. 交通
・生月島大橋で自動車での移動が便利
・台風後でも通行可能で、平戸大橋との距離が長いにも関わらず通行量が多い

4. 自然とリラックス
・公園からの橋の爽やかな空気
・海をのぞくと綺麗な景色を楽しめる"
2665,井倉洞,"1. 見どころ
・鍾乳洞が大きい
・絶景を見ることができる
・スケールが大きい

2. 空き具合
・比較的空いている

3. 温度
・涼しい
・冷んやりするので暑い日にオススメ"
2666,くらま温泉,"1. 料金
・日帰り入浴が可能
・宿泊客は朝に露天風呂を独り占め
2. サービス
・お食事処が利用可能
3. 設備
・天然硫黄温泉の露天風呂があり、山並みが広がる開放感がある"
2667,福岡県青少年科学館,"1. 入場料
・土曜日は子供が無料で楽しめる

2. サービス
・プラネタリウムやカフェが併設されており、デートにも適している
・食事の持ち込みも可能

3. 設備
・広い駐車場があり、クーラーが効いているため快適
・隣接している中央公園で散歩が楽しめる

4. アクティビティ
・様々な科学実験ができます
・赤ちゃんからお年寄りまで楽しめる

5. 長期利用
・新しい展示があり、長い間楽しめます

6. ターゲット
・家族で楽しめる"
2668,河津バガテル公園,"1. 庭園
・すてきなバラの庭園が広がっており、色々な種類のバラが楽しめる
・人がおおすぎずゆっくり見ることができる環境

2. グッズ販売
・バラモチーフのグッズが豊富に販売されており、お土産に人気
・売店が充実している

3. 温室
・温室では色んな種類のバラの花を見ることができる
・季節に関係なくバラの花を楽しむことができる"
2669,日和佐うみがめ博物館「カレッタ」,"1. 生態・保護について
・ウミガメの成長や生態が学べる
・子供の自由研究に役立つ

2. カメの種類
・様々な種類のウミガメが展示されている
・飽きることなく楽しめる

3. 海の景色
・美しい海の景色を楽しめる

4. イベント・展示
・充実したウミガメのイベントや展示がある
・亀関連のイベントが豊富に開催されている

5. お土産
・ウミガメグッズやお土産が購入できる"
2670,ホテルグランヴィア大阪,"1. 客室
・スタンダードダブルは2人で寝ても十分な大きさ
・シーツがお布団カバーになってぐっすり眠れる
・窓際のカウンターの下には小さい机と椅子があり便利
2. 清潔さ
・お部屋全体がきれいにお掃除されて気分良く宿泊できた
3. 便利さ
・駅直結で非常に便利
4. 飲食
・料理は素材の味が伝わって美味しかった"
2671,志免平成の森公園,"1. 自然豊かな環境
・川遊びができる
・緑が多く癒やされる
・子供も楽しめる

2. 施設・アクセス
・バーベキューが可能
・イオンモール福岡ルクルから近い"
2672,六呂師高原,"1. 子供向け体験
・自然を使った遊びを楽しめる
・幼児も自然に触れ合える

2. 施設の特徴
・室内でアイスクリーム作り体験ができる
・高原の芝が牛の形にカットされた風景が良い

3. 飲食
・牧場や牛乳を使ったレストランがある
・ミルク感のあるアイスクリームは絶品"
2673,道の駅 アグリパーク竜王,"1. 食べ物
・さくらんぼやイチゴが美味しい
・収穫した果物をその場で食べることができる
・お味は美味しく、大人から子供まで楽しめる

2. 季節ごとのイベント
・季節毎に様々な果物狩りが体験できる

3. サービス
・アグリパークでスィーツも販売されており人気"
2674,養源院,"1. 観光スポット
・俵屋宗達の襖杉戸絵や戸絵が楽しめます
・血天井がみどころで、伏見城の床板が供養のため天井板にされています
・歴史的背景や宗達の絵など見所はたっぷり濃厚に詰まっている

2. 場所の利便性
・三十三間堂や京都国立博物館のすぐそばにあるため、立地が良い
"
2675,野間馬ハイランド,"1. 入場料とサービス
・入場料が無料
・小学生も有料で野間馬に乗ることができる
・お手洗いも綺麗

2. 遊具とアスレチック
・遊具がたくさんあり、子供と一緒に楽しい
・アスレチックもあり、子供も大喜び

3. 馬と乗馬体験
・珍しい小さい馬、野間馬と触れ合うことができる
・野間馬たちにも個性があり、癒される
・お子さんには乗馬体験もある

4. 駐車場
・駐車場も無料で便利"
2676,筑後川昇開橋（佐賀県佐賀市）,"1. 値段
・昇開橋の夜景を楽しむ
・ドライブが人気なので、交通費がかかる

2. サービス
・観光客に対して案内や安全を確認するガイド
・夜にはカップル向けの特別なサービスが提供される

3. 飲食
・夜には近くのレストランでディナーを楽しむ
・昼間はカフェで軽食を楽しむ

4. 設備
・昼夜を通じて眺めが楽しめる展望デッキ
・ライトアップされた昇開橋が写真撮影スポットとして利用できる

5. 季節ごとのイベントや特徴
・夏には夜に涼しい風を感じながら昇開橋を散策
・冬にはネオンがクリスマスムードを演出"
2677,一の俣温泉,"1. 温泉の特徴
・トロトロで芯から温まるいいお湯
・温泉らしい温泉
・ひなびた場所で泉質がすばらしい

2. 施設
・広い露店風呂があり、癒される空間
・露天颲風呂も広く、景色もきれい

3. 地域の特徴
・中国地方では指折りの温泉

4. お肌への効果
・お肌によさそう

5. 雰囲気
・綺麗で情緒がある"
2678,シースカイ博愛,"1. 水中観光
・半水中船で海の中を観察
・魚が餌を待って寄ってくる
・窓すれすれに生物が見られる

2. 子供向け
・子供に特におすすめ
・案内が行われて楽しい
・水族館とは異なる楽しみがある

3. 生物の多様性
・サンゴやウミガメ、魚、亀などが豊富
・魚がたくさん寄ってくる
・豊かな海の生態系を観察できる"
2679,なんばCITY,"1. ショッピング
・かわいい洋服屋さんが多数あり、リーズナブルな価格で買い物ができる
・アテニアとファンケルがあり、利用できる

2. 飲食
・食べ物屋さんが色々あり、暇つぶしになる

3. サービス
・店員さんが元気で親切
・無料でハンドマッサージやヘッドマッサージを受けることができる

4. 季節ごとのイベントや特徴
・イベントでボディスクラブ体験ができる
・手が白くすべすべになり、気持ち良かった"
2680,いちご狩り　柴農園,"1. 料金
・じゃらんのクーポンを使用してお得にいちご狩りができる

2. 料理
・たくさんの実を頂けるので、いちご狩りが楽しい
・美味しいいちごがたくさん収穫できる

3. 施設
・広い通路で立ったまま収穫できるので、楽に収穫できる
・しゃがむ必要がないので、大人も楽しめる

4. サービス
・野菜も購入できる充実したサービスを提供"
2681,清荒神清澄寺,"1. アクセス
・徒歩で行ける
・境内に無料駐車場がある

2. ショッピング
・境内に商店やお店がある
・昔ながらの土産物屋さんやお菓子屋さんなど風情のある街並みがあり

3. 雰囲気
・穏やかな時間が流れている
・お天気が良い日は気持ち良い
・今日は天気が良く、気持ちいい参詣ができた

4. 伝統
・荒神さんのお札を貼ると火事よけと昔から言い伝えられており、年末や年始にお参りすることで一年間の無事を感謝し、今年の無事を記念することができる

5. 混雑具合
・平日は空いている"
2682,大崩海岸,"1. 自然の美しさ
・景色が美しい
・海がキレイに見える
・いい釣り場

2. 同乗者向けのエンターテイメント
・同乗者は楽しめる

3. 休憩スポット
・途中に喫茶店がある"
2683,大神山神社奥宮,"1. 自然の美しさ
・緑に囲まれ、空気がひんやり気持ち良かった
・展望テラスからの見晴らしが良い

2. 飲食
・焼きたてのお煎餅や神椿でのパフェが美味しい

3. 見どころ
・階段を登った本宮の迫力がある

4. お土産
・限定のお守りが買える

5. サービス
・足湯が満喫できる"
2684,岸和田カンカンベイサイドモール,"1. エンターテイメント
・映画館や劇場で家族で楽しめる
・岸和田花火大会の観覧が可能

2. サービス
・ユナイテッドシネマの複合映画館で無料の駐車場が利用可能"
2685,玉置神社,"1. 神社の雰囲気
・境内は神秘的で畏怖の念を感じるほど神々しかった

2. サービス
・神社の方が気さくなので安心できた
・神官も親切で御朱印をいただいた

3. アクセス環境
・玉置山、山頂まで足を延ばして帰れる
・十津川温泉から登ってくるルートは大型車でも離合可能なゆとりのある道"
2686,御菓子御殿 名護店,"1. 飲食
・タルトや紅芋を使ったお菓子がおいしい
・ケーキを食べられるスペースがあり、大人も子供も楽しめる

2. サービス
・まとめ買いで配送料が安くて便利
・イートインできるスペースがあり、ゆっくりできる

3. 環境
・ジャングルのような自然がたくさんあり、子供も喜ぶ

4. 設備
・お菓子御殿やお土産の種類が豊富で選ぶのが楽しい"
2687,近鉄生駒ケーブル,"1. ケーブルカー
・レトロな感じのケーブルカー
・デコレートされたケーブルカー
・子供たちに人気のケーブルカー

2. 景色
・山の斜面から楽しめる景色

3. 子供たちの楽しみ
・子供たちが喜ぶ要素
・子供たちが楽しめる場所"
2688,事任八幡宮,"1. 神社の魅力
・願いが叶う
・初詣に適している
・御神木が立派で清々しい雰囲気

2. 神社周辺の利便性
・甘味屋さんが近くにある
・宿場があるため、散策に適している

3. 神社の特徴
・TVでパワースポットとして紹介されている
```"
2689,KENMIラフティング,"1. アウトドアアクティビティ: 
・ラフティングが爽快で楽しい
・ボートの縁に乗ったり、滑り台にすると自由に楽しめる
・インストラクターと救命胴衣があり、安全に楽しめる

2. グループ体験: 
・初対面の人達とすぐに打ち解けることができる
・自然の中での水遊びでエキサイティング
"
2690,神鍋高原アップかんなべゲレンデ,"1. アクセス
・国道沿いで路面の除雪が行われ、アクセスが便利
・2014年春に道の駅に温浴施設がオープン

2. ファミリーゲレンデ
・初心者向けの緩斜面が広がっており、子供連れにも安心
・食堂にはこたつやキッズスペースがあり、ファミリー向けのサービスが充実

3. リフト
・斜度のある斜面を楽しむことができる
・ボーゲンをマスターしかけた子供も安心して楽しめる"
2691,道の駅 みくに,"1. 食事
・食堂の鶏唐揚定食はボリュームがあり、味もまずまず
・岡惣商店の練り物や手作りミルク工房のソフトクリームが美味しい
・らっきょうやさつまいも販売されている

2. 観光客向けサービス
・天気が良い休日は車やバイクでいっぱいになる
・福井の特産品や野菜、海鮮、お惣菜がたくさん売られている
・地元の野菜が多くおいていた

3. 商品販売
・らっきょうやさつまいも販売されている
・野菜が安く売られており、新鮮
・福井産の芋焼酎が売られており、上司の土産に適切"
2692,アジュール舞子海水浴場,"1. 自然美トピック
・舞子の海は名勝「舞子の浜」として知られており、絶景である
・明石海峡が目の前にあり、神戸でも綺麗なビーチ
・海の色も綺麗で、客層がいいのでのんびり楽しめる

2. 散歩コーストピック
・海岸沿いが整備され、舞子から垂水まで散歩できる
・おススメの15分程度の素敵な散歩コース

3. 海水浴場トピック
・海の家があり、家族連れが多い海水浴場

4. 見所トピック
・明石海峡大橋を下から見上げることができる
・サンセットが綺麗でおすすめ"
2693,窓岩,"1. 自然の魅力
・美しい場所がたくさんある
・恋路海岸や曽々木海岸などの代表的スポットがある
・自然の力強さを感じられる

2. 駐車場と監視
・駐車場がある
・地元の仲好しおじいさんたちがボランティアで監視している

3. 観光スポット
・恋路海岸や曽々木海岸などの代表的スポットがある
・記念撮影ができる"
2694,鶴仙渓,"1. 特徴
・新緑の季節には緑いっぱいの景色で癒される
・お盆時期にはひんやりとした渓谷で涼しく過ごすことができる

2. 観光スポット
・鶴仙渓のフォトスポット、あやとり橋からの景色がおすすめ
・遊歩道が整備されており、歩きやすいため安心して散策できる

3. 快適設備
・トイレやベンチの設置があり、休憩しやすい環境
・整備された道を歩くことで、渓流や山の自然に癒される体験ができる"
2695,森鴎外記念館,"1. 観光
　- 津和野町全体が観光に力を注いで、多くの宝物がある
　- ゆったり見学でき、落ち着いた空間でゆっくり拝見することができた
　- 映像での説明があり、わかりやすく勉強になった

2. ガイドサービス
　- 文学が好きな方・歴史が好きな方におすすめされる"
2696,真玉海岸(マテ貝掘り),"1. 風景
・美しい夕日が見られる
・幻想的な風景がある
・季節によってお花がきれい

2. 観光スポット
・カップルにオススメ
・女性同士で行くのもいい
・海に突き出て面している珍しい神社

3. 写真撮影
・カメラのシャッターがとまりない

4. 観光地
・粟嶋神社が近くにある"
2697,塚原温泉　火口乃泉,"1. 泉質と効能
   ・泉質が酸性度とアルミニウムイオンの量が日本第2位
   ・鉄イオン含有量が日本第1位で、効能が高い

2. 温泉の特徴
   ・日本三大薬湯として知られており、薬湯としても有名
   ・温泉が秘湯で、火口のすぐ側にある
   ・お湯が濃く、肌に穏やかで気持ちよい

3. 施設
   ・露天風呂があり、景色が素晴らしい
   ・家族風呂も用意されており、個室がある"
2698,はびろ農業公園みはらしファーム,"1. 場所の特徴
・温室内は暖かくて上着は不要
・自然の中で過ごせる

2. 食事
・いちごは甘くて美味しい
・練乳のおかわり自由

3. サービス
・予約しやすい
・親切な応対

4. 体験
・五平餅づくりやスムージー作りなどの体験が楽しめます"
2699,帯解寺,"1. 施設の設備
・駐車場は充分な広さがあり、利用しやすい
・腹帯にハンコを押してもらえるサービスがある

2. サービス
・安産祈願において全国で有名で、期待以上のサービスが受けられる
・スタッフの対応が丁寧で、安心して利用できる

3. 満足度
・施設やサービスの質に大満足している
・次回も利用したいと思うほど、良い体験ができた"
2700,公共の宿天然温泉尾道ふれあいの里,"1. サービス(送迎バス、地域特産品、お土産コーナー)
・尾道駅から無料送迎バスがあり、地域特産品が買える「道の駅クロスロードみつぎ」もある
・お土産コーナーが充実している

2. 設備(天然温泉、お風呂セット)
・天然温泉に浸かってリラックスでき、お風呂セットを持ち歩くと便利
・カップルや家族で楽しめる"
2701,はげの湯温泉,"1. 温泉施設
・掛け流し貸切温泉が安い
・温泉の種類が豊富で飽きのこない
・24時間営業で年中無休

2. 飲食
・蒸し釜で食事が楽しめる
・お風呂上りに温泉卵やお弁当を食べられる
・周辺には小国グルメが豊富

3. サービス
・コイン投入で調整可能な湯量と熱さ
・涌蓋山の絶景が楽しめる
・「探検九州」などの旅番組でも紹介"
2702,須恵町立皿山公園,"1. 美しい自然
・眺めが美しい
・大自然と調和している
・緑が豊かでお散歩に適している

2. 季節の楽しみ
・季節ごとの花を楽しむことができる

3. 観光施設
・歴史資料館が無料

4. 静かな環境
・人が少なくゆっくり散歩できる
・家族でピクニックにも適している"
2703,リーガロイヤルグラン沖縄 　Dining 19（ナインティーン）,"1. 飲食
・ローストビーフがとてもおいしい
・ベジタブルブッフェに大満足
・デザートやコーヒーもおいしい

2. サービス
・接客や料理の内容が高価格に見合っている
・店員の対応が丁寧
・デザートや食後のコーヒーもタイミングを見計らって持ってきてくれる

3. 季節ごとのイベントや特徴
・高級感のある雰囲気
・静かな雰囲気で食事が楽しめる

4. 飲食
・カレーがお気に入り
・メインが選べるハーフバイキング
"
2704,備前長船刀剣博物館,"1. サービス
・刀剣職人さんの作業を見学できる
・特製のクリアファイルがもらえる

2. 展示品
・展示品は職人が丹精込めて作った作品

3. イベント
・エヴァンゲリオンのコラボ企画

4. 学び
・刀剣の作り方などの基礎的な知識が学べる"
2705,ホテルヴィスキオ大阪,"1. 飲食
・サラダコーナーが充実しており、女性客が多い
・種類が多いので色んな料理を楽しめ、ガッツリ食べることもできる
・前菜やピンサが美味しく、ボリュームがある

2. 値段
・リーズナブルな価格設定でアクセスも良く、行きやすい

3. サービス
・スタッフが丁寧で料理が次々と補充される
・口にしたことがないメニューが多く、味付けが間違いない

4. コロナ対策
・検温や適切な距離での着席などのコロナ対策が行われている"
2706,ホテルモントレ ラ・スール大阪,"1. 施設の魅力
・清潔で気持ち良い天然温泉
・入浴が気持ち良い
・リラクゼーションルームは静かでゆっくりできる

2. サービス
・スタッフの方々に丁寧に応対される
・バスローブを渡されて恥ずかしくない
・タオル類やスキンケア用品が用意されている

3. 施設の設備
・アロマトリートメントと一緒にスパを体験することができる
・ラウンジで軽食を楽しむことができる
・エステは目のマッサージで効きます

4. 温泉体験
・温泉にゆっくり入れることができ、疲労が抜ける
・大人だけの空間で落ち着いた感じが良い
・スパでゆったり過ごすことができる"
2707,SHIRAHAMA KEY TERRACE HOTEL SEAMORE（ホテルシーモア）,"1. 食事
・バイキング会場からの絶景を楽しみながらおいしい食事を楽しめる
・テラスでのBBQも楽しめる

2. 温泉
・良い湯加減の風呂でリラックスできる

3. 料理
・バイキング会場での料理の味がおすすめ"
2708,ダイブロック,"1. 子連れでも楽しめる
・2歳半の子どもも楽しめた
・ホテルが近かったので、お昼寝できた

2. ガイドサービスの充実
・ダイブロックさんにお世話になった

3. 自然の美しさを堪能できる
・青の洞窟は朝一が美しい
・タイブスポットで珊瑚が見られる

4. 季節イベントも楽しめる
・ホエールウォッチングも行われている"
2709,亀屋,"1. お土産
・広島の銘菓で、上質の求肥に胡桃を加えた、素朴な中でも味わいのあるお菓子
・広島駅でも購入できるのでお土産に便利

2. 和菓子
・胡桃の入った求肥にきな粉がついており、美味しくいただける和菓子
・昔ながらの素朴で素敵な店

3. 味
・パクパクイケちゃいます
・友達には大絶賛されました

4. 店舗
・昔ながらの素朴で素敵な店
・白玉でお世話になっている

5. おすすめ
・広島土産に是非加えていただきたい逸品"
2710,香山ラベンダーの丘,"1. 自然
・広大な農園にはラベンダー以外にもポピーやコスモスが咲く
・一面のラベンダーは見事で美しい

2. 子供向け施設
・うちの4歳児はハンモック体験に大喜び

3. 飲食サービス
・ハーブティーや軽食もいただけるハウスがあり、お弁当持参でなくても大丈夫

4. 癒し
・ラベンダーの香りと景色に癒される
・摘み取り体験で持って帰れば、家でもラベンダーの良い香りに癒される"
2711,恐羅漢スノーパーク,"1. 季節ごとのイベントや特徴
・冬には家族連れに人気のキャンプ場
・夏には自然豊かな環境でキャンプできる
・広島県最高峰・天然雪100％の国定公園

2. サービス(案内、接客、ガイド)
・こどもから利用できるスリルのあるスノーラフティング
・スノーラフティングは家族で楽しめます
・酵素風呂があり、女性にもおすすめ

3. 値段
・リフト券と食事券の付いたお得な前売り券を利用できる

4. 施設
・スキー・スノーボードのスクールもある"
2712,秋月杉の馬場の桜,"1. 季節ごとのイベントや特徴
・春は桜、秋は紅葉の絶景が楽しめる
・桜並木の道は石畳が綺麗にひかれ、人気が少ない

2. 飲食
・両脇にお店が並び、焼餅、葛がおいしい
・近くにおいしい人気のパン屋さんもある

3. サービス
・並木道には風情豊かなお店が建ち並んでいる"
2713,福知山市動物園,"1. 動物との触れ合い
・動物に餌をあげることができ、子供が大喜び
・アライグマの餌を取る仕草が可愛い
・小動物が多く、えさやりを楽しめる

2. 料金とサービス
・良心的な料金
・市立なので入園料が安くて助かる
・園長さんの話が面白い

3. 子供向け施設
・広さはないが、小さい子どもさんと一緒ならちょうどいい
・動物との触れ合い
・お猿さんと一緒に写真が撮れる"
2714,福知山温泉 養老の湯,"1. 温泉施設の設備
・ジェットバスや足湯の露天風呂が充実
・開放的な露天風呂が山をバックに広がる
・浴室や露天部分が広く、混雑を感じさせない

2. 割引サービス
・サトウのカード提示で100円引き
・宿泊すると福知山温泉のタオル付き入浴チケットが無料もらえる

3. 温泉施設の雰囲気
・古い屋敷をリフォームした温泉で雰囲気がよく
・清潔感があり広く、お風呂の数が豊富"
2715,国田家の芝桜,"1. 場所とアクセス
・駐車場があり、不便な感じがない
・場所はわかりやすい

2. サービス
・ゆっくりと時間が流れる感じがあり、楽しめた
・係員がついて誘導までしていた

3. 季節ごとの特徴
・芝桜が満開の時は本当に綺麗で、甘い香りがする
・ビューティフルな花"
2716,道の駅 南アルプスむら長谷,"1. 味
・パン屋さんのパンが美味しく、クロワッサンは有名で食べる価値がある
・食物アレルギーのある方にもオススメ
2. 値段
・値段が安くてコスパが良い
3. 飲食
・ソフトはおいしかった"
2717,古湯温泉おんくり,"1. 温泉
・砂蒸しや温湯(ぬるゆ)の温泉が気持ちいい
・ヒノキの浴槽でじっくり癒される
・お湯がぬるめなので小さい子でも安心していれられます

2. ランチ
・ランチの季節の野菜を使ったメニューが美味しい

3. ドリンク
・ドリンクのミカンジュースがオススメ

4. 独自のサービス
・「ぬる湯」はここならではと思います
・お風呂を上がったあとの待合所も広い座敷が用意されて良かった
・夕飯も宴会場を貸し切ることができ、美味しい食事をゆっくり食べることができました

5. 設備
・様々な種類のお風呂があり、露天もあり、広い
・宿泊施設のロビーは天井が高く重厚な造りなのにシックな色遣いで落ち着きます

6. アクセス
・古湯温泉は佐賀駅から最も近い温泉で車で３０分くらいのところにあります

7. 外観・建物
・ONKURIの温泉は広々としていて、露天風呂も広い
・建物がとても立派でおしゃれなところでした"
2718,ホテルニューオータニ高岡,"1. 飲食
・和風パスタが美味しかった
・サラダバーが充実していた
・バイキングの料理も美味しい"
2719,ぶどうやさん西村,"1. 施設の清潔さと快適な雰囲気
・施設自体がキレイで居心地が良かった

2. 飲食体験
・主に食べたのは巨峰で大満足

3. イベントや設備
・雨でもバーベキューも出来たりと使い勝手が良さそう"
2720,ファーマーズヒル(旧かたつむり),"1. 場所と雰囲気
・自然に包まれる場所で四季を感じられる
・店内がレトロで手作り感がありお洒落

2. 食事
・チキンが非常に美味しい
・滝から釣ってきた魚を焼いたが美味しい

3. ピザ体験
・ピザの体験が楽しい
・ピザの作り方がわかりやすく教えてくれる"
2721,恋路ヶ浜,"1. 自然の景色
・雄大な景色が見られる
・スカッとした青空と太平洋の深い青と大きな波、周りの緑に気持ちまで大きくなる
・寝転んで空を見上げると青い空がすーっと移動し、心も澄んで癒される

2. 飲食
・灯台茶屋さんの大ｱｻﾘは安くておいしかった"
2722,道の駅 黒之瀬戸だんだん市場,"1. 飲食
・焼酎や赤餅が美味しい
・じゃがいも串刺しが美味しい
・長島赤土で育ったジャガイモやサツマイモが美味しい

2. 飲食
・地ものの魚介類や野菜類が豊富
・新鮮な魚介類や野菜が盛りだくさん
・海産物を安価で販売

3. 飲食
・生簀には様々な魚が泳いでいる
・お刺身や新鮮な魚がリーズナブルに購入できる"
2723,道の駅　 奥飛騨温泉郷上宝,"1. 道の駅の設備
・駐車場が広くお土産屋さんが充実している
・トイレ内に暖房がついている

2. アウトドア施設
・オートキャンプ場があり、関東ナンバーの2輪車がよく訪れる

3. 飲食サービス
・食事処でけいちゃんセットとけいちゃん丼が旨くてボリューム満点
・食堂「たぬき」でざる蕎麦を食べることができた

4. 季節の特徴
・降雪により雪を被った花が可愛い

5. 落ち着いた雰囲気
・ほんとに静かでのんびりした雰囲気が大好き
・ 道の駅の中でも印象に残るお気に入りになった"
2724,エスカヒル鳴門,"1. 施設設備
・エスカレーターとエレベーターで楽に最上階へ行ける

2. 飲食
・金時ソフトや塩のきいたパリパリのお芋が美味しい

3. サービス
・大鳴門橋が良く見える
・渦の道との共通券がおトク
・親も喜んでいた"
2725,大観峰展望所,"1. 自然の美しさ
・雄大な阿蘇の山々、カルデラの大地、青い空の景色
・草原とのどかな光景と阿蘇の山々が楽しめる

2. アクティビティ
・ネイチャーランドでパラグライダーやヘリコプターの体験ができる
・猿回しの寸劇やお志をお願いされるイベントがある

3. グルメ
・売店のソフトクリームがおいしい
・地元の特産品が楽しめる

4. 絶景ポイント
・見晴らしの良い場所であり、絶景が広がる
・田んぼに水がはり、綺麗な景色が楽しめる

5. アクセス
・地震後もアクセスしやすく、観光客に便利
・小国町方面からのアクセスがスムーズ"
2726,くぬぎ観光農園,"1. さくらんぼの特徴
・さくらんぼの甘さ、大きさ、みずみずしさが特徴
・佐藤錦、紅秀峰、べにさやかなどの異なる種類がある

2. 料理のバリエーション
・レーニアやべにさやかなど、さくらんぼ以外の果物も楽しめる

3. ガイドサービス
・ビニールハウスに多数の品種が植えられており、案内士が丁寧に対応してくれる

4. 服装の提案
・帽子やくつ、サンダルなどの服装の提案がある

5. イベント
・季節ごとにさくらんぼ狩りや果物食べ放題などのイベントが行われる"
2727,赤富士ワインセラー,"1. サービス
・スタッフの知識豊富で高級ワインの見分け方や限定ワインの紹介が得られる
・従業員のサービスが良く、試飲もできる

2. 品質
・高級ワインの見分け方や限定ワインの紹介を受けられる
・スタッフの知識が豊富で様々な情報を提供する

3. 料理
・高級ワインの見分け方や限定ワインの紹介を受けられる
・スタッフの知識が豊富で様々な情報を提供する
・従業員のサービスが良く、試飲もできる"
2728,丸鉄園,"1. イチゴ狩り
・美味しそうなイチゴを探す楽しみがあります
・露地栽培でコクがあり、甘くて大満足なイチゴが収穫できます

2. サービス
・送迎サービスがあり、電車で来られる方に便利です
・園のご主人が優しい接客をしてくれます

3. 動物とふれあい
・かわいい猫ちゃんがたくさんいて癒される空間があります"
